recipe,bananas,eggs,allpurposeflour,sugar,salt,bakingsoda,vanillaextract,bakingpowder,butter,sour cream,milk,buttermilk,water,wholewheatflour
"Banana-Bread-_with-Cauliflower_-Recipezaar",1.5,0,0.5,0,0.5,0.5,1,0.25,0,0,0,0,0,0.75
"Banana-Nut-Bread-Recipezaar_32",1,1,0,0,0,0,0,0,0,0,0.5,0,0,0
"Coconut-Banana-Bread-Recipezaar",3,0,1.5,1,1,1,0,0,0,0,0,0,0,0
"Blueberry_banana_oat-Bread-Food-Network",1,2,0,0.666666666667,0,0,0,0,0,0,0.25,0,0,0
"Coconut-And-Macadamia-Nut-Banana-Bread-Epicurious",1.33333333333,3,2.5,0,1,0.5,1.5,0,1.5,3,0,0,0,0
"Mum_s-Ono-Banana-Bread_-Recipezaar",1.75,3,2,1,0,2,0,0,0.5,0.25,0,0,0,0
"Lela_s-Banana-Nut-Bread-Recipezaar",3,2,2,1,0.5,1,0.5,1,0,0,0,4,0,0
"Low_fat-Banana-Bread-Recipezaar_1",4,1,1.5,1,0,1,1,0.5,2,0,0,0,0,0
"Banana-Bread-Food_com-149615",3,2,2,1,0.5,1,1,0.5,0.25,0,0,0,0,0
"Easy-Banana-Bread-Food_com-185060",1,2,0,0,0,0,0,0,3,0,0,0,0,0
"Small-Batch-Banana-Nut-Bread-Recipezaar",1,2,1.33333333333,1,0.25,0.75,0,0,0,0,3,0,0,0
"Strawberry-Banana-Bread-_-Disney-World-Recipezaar",2,4,3,0,1,2,0,0,1,0,0,0,0,0
"Brown-Sugar-Banana-Bread-Recipezaar",3,0,3.5,0,0.5,2,1,0.5,0,0,0,0,0,0
"Marie_s-Vegan-Banana-Pecan-Bread-Food_com-76671",3,0,2,0,0.5,0,1,2,0,0,0,0,0,0
"Maple-Banana-Nut-Bread-Recipezaar",3,4,2,0,0.25,0,0,0,0,0,2,0,0,0
"Very-Vanilla-Banana-Bread-Recipezaar",1,2,2,0.25,0.25,1,2,2,2,0.5,0,0,0,0
"Banana-Raspberry-Bread-Recipezaar",3,2,1.75,0.666666666667,0,0.5,0,1.5,0,0,0,0,0,0
"Banana-Bread-Cookies-Recipezaar_1",2,0,0,1,0.5,0,1,1,0.25,0,0,0,0,1
"Banana-Bread-Cookies-Recipezaar_3",1,2,0,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0
"Easy-Banana-Bread-Recipezaar_4",3,1,1.5,1,1,1,0,0,0,0,0,0,0,0
"Edible-Candles-_-Decoration-For-Banana-Bread_-Banofee-Cheesecake-Recipezaar",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Super-Moist-Banana-Bread-Recipezaar_2",5,4,2,2,1,2,0,0,0,0,0,0,0,0
"Vegan-Banana-Bread-Recipezaar_2",6,0,2,1,0,1,1,1,0,0,0,0,0,0
"Banana-Blueberry-Chocolate-Chip-Bread-Recipezaar",4,1,1.25,0.75,0,0,0,1,0.25,0,0,0,0,0
"Super-Moist-Banana-Bread-Recipezaar_1",2,2,2.5,1.5,1,0.5,1,2,0,0,0,0,0,0
"Caramel-Banana-Bourbon-Bread-Pudding-Recipezaar",3,0,0,2,0,0,0,0,0.25,0,0,0,0,0
"Pink-Banana-Bread-Food_com-146851",2,2,2.5,1,1,0.25,0,2,0,0,0,0,0,0
"Low_fat-Applesauce-Banana-Bread-Recipezaar",3,0,2,1,0,0.5,1,1.5,0,0,0,0,0,0
"My-Favorite-Banana-Bread-Recipezaar_1",1.5,2,2,1,0.5,0.5,1,1,0.5,0,0,0,0,0
"Blueberry-Banana-Bread-_lower-Fat_-Recipezaar",4,2,3,0.75,1,0,2,1,0,0,3,0,0,0
"Mimi_s-Banana-Bread-Recipezaar",1,2,1.33333333333,0.666666666667,0.75,0.5,0,0.25,5.33333333333,0,0,0,0,0
"Banana-Bread-Food_com-130659",3,2,1.66666666667,0.666666666667,0.5,0.25,1.5,2,0,0,0,0,0,0
"Classic-Banana-Nut-Bread-Recipezaar",3,2,2,1,1,0.5,1,1,0,0,0,0,0,0
"Gluten_-Free-And-Vegan-Banana-Blueberry-Bread-Recipezaar",2,0,0,0,0.5,0,0,2,0,0,0,0,0,0
"Banana-Nut-Bread-Recipezaar_4",1,2,1.75,1,0,0.5,0,1,0.5,0,0,0,0,0
"Slow-Cooked-Banana-Bread-Food_com-292983",1.5,2,1.75,0.666666666667,0.5,0.25,0,2,0,0,0,0,0,0
"Banana-Bread-Recipezaar_65",2,1,2,1,0.5,1,0,0,0,0,0,0,0,0
"Banana-Bread-Recipezaar_62",3,2,1.5,1,0.5,0.5,1,0,0,0,0,0,0,0
"Banana-Bread-Recipezaar_63",3,1,1.5,1,0,1,1,0.5,0.25,0,0,0,0,0
"Banana-Bread-Recipezaar_60",3,2,1,0,1,1,1,0,0,0,0,0,0,1
"Banana-Bread-Recipezaar_61",3,2,2,0.75,0.5,1,2,0,6,0,0,0,0,0
"Coconut-Banana-Bread-TasteOfHome",2,2,2.75,1.5,0.5,1.25,1,0,1,0,0,0,0,0
"Caribbean-Coconut-_banana_-Bread-Recipezaar",2,1,2.75,0,0,0,0,2,0,0,0,0,0,0
"Vanilla-Banana-Bread-Recipezaar",2,2,1.75,1,0.25,1,2,0.5,0.5,0,0,0,0,0
"Banana-Bread-Recipezaar_68",1,2,1.75,0.666666666667,0.5,0.25,0,2,0,0,0,0,0,0
"Stevia-Whole-Wheat-Banana-Bread-Food_com-117797",1,2,0,0,0.5,1,1,0,0.25,0,0.333333333333,0,0,1.5
"Norm_s-Banana-Nut-Bread-Recipezaar",1,2,1.33333333333,1,0.75,0.25,1,2,0,0,0.5,0,0,0
"Banana-Soda-Bread-Recipezaar",2,0,0,0,1,0,0,0,0,0,0,250,0,200
"Pumpkin-Banana-Bread-Recipezaar_1",1,0,1,0.5,0.25,0.5,1,0.5,0,0,0,0,0,1
"Healthier-Banana-Bread-Recipezaar_1",1,2,0.75,0,0.75,1,0,0,0,0,0.25,0,0,0.5
"Banana-Cornflake-Bread-Recipezaar",0.5,2,1.5,0.5,0.5,0.5,0,2,0.25,0,0,0,0.25,0
"Maple_banana-Bread-With-Flax-Recipezaar",2,2,1,0,0.5,0.5,0.5,2.5,0,0,0,0,0,0.75
"Banana-Bread-Muffins-Low-Carb-Low-Sugar-Recipezaar",8,1,0.5,0,0,1,1,1.5,0,0,0,0,0,0
"Banana-Nut-Bread-Jam-Recipezaar",10,0,0,0,0,0,0,0,0,0,0,0,0,0
"Banana-Bread-Pudding-Food_com-85543",3,4,0,0,0,0,0,0,0.5,0,2.5,0,0,0
"Banana-Bread-Recipezaar_134",3,2,2,0.75,0.5,1,1,0,0.5,0,0,0,0,0
"Banana-Bread-Recipezaar_136",3,2,2,1,1,1,0,0,0,0,0,3,0,0
"Banana-Bread-Recipezaar_131",1,2,2,1,0.25,0.5,0,1.5,0,0,1.5,0,0,0
"Banana-Bread-Recipezaar_133",1.5,2,3,2,0.5,1.5,0.5,1.5,0.75,0,0,1.125,0,0
"Yummy-Banana-Nut-Bread-Food_com-167537",2,3,3.5,0,1,1,0,1,0,0,0,0,0,0
"Banana-Bread-Recipezaar_93",3,2,1.75,0.666666666667,0.5,0.25,0,2,5.5,0,0,0,0,0
"Banana-Bread-Recipezaar_92",2,2,2,2,0,1,0,0,0,0,0.25,0,0,0
"Banana-Bread-Recipezaar_90",1,1,1.75,0,0.5,0,0,2.25,0,0,0,0,0,0
"Banana-Nut-Bread-Iii-Allrecipes",1,2,1.75,1,0.5,0.25,1,2,0,0,0,0,0,0
"Banana-Bread-Recipezaar_95",2,1,2,0,0.5,0.75,1,1.5,0,0,0,1,0,0
"Boy-Or-Girl-Banana-Bread-Recipezaar",3,2,1,0.75,0.5,1,1,0,0,0,0,0,0,1
"Banana-Nut-Bread-Food_com-129436",1.33333333333,3,0,0.666666666667,0,0,0.5,0,0,0,0.25,0,0,0
"Moist-Banana-Pumpkin-Bread-Recipezaar",1,2,1.75,0.5,0.5,1,0,0.5,0,0,0.25,0,0,0
"Easy-Banana-Bread-Recipezaar_1",1,1,2.5,1.25,1,0,0.25,3,0,0,0.75,0,0,0
"Banana-Split-Bread-TasteOfHome_1",1,1,2,1,0,0.5,0,1,0.5,0,3,0,0,0
"Healthier-Banana-Bread-_lower-Fat_-Flax_-Ww-Flour_-Less-Sugar_-Recipezaar",4,2,0,0,1,2,0,0,0,0,0,0,0,4
"Best-Ever-Banana-Bread-Recipezaar_1",3,4,2.5,2,1,1,0,0,1,0,0,0,0,0
"Chelle_s-Banana-Bread-Recipezaar",1.5,2,1.66666666667,1,0.5,1,0,0.25,0,0,0,0,0.333333333333,0
"Banana-Bread-Food-Network",1,2,0,0.75,0.5,1,1.5,0.75,10,0.5,0,0,0,0
"Creamy-Banana-Bread-Food_com-95352",1,2,2.25,1.25,0,0.5,1,1.5,0,0,0,0,0,0
"Carrot-Banana-Bread-TasteOfHome",1,2,2,1,0.5,1,0,0,0,0,0,0,0,0
"Banana-Date-Bread-MyRecipes-249139",1.33333333333,1,2,0.75,0.25,0.75,0,0,0,0,0,0,0,0
"Asian-Banana-Chai-Bread-Recipezaar",0.75,2,1.75,0.75,0.5,0,0,1,0,0,0,0,0,0
"Banana-Nut-Bread-Recipezaar_36",1.5,3,3,2,0.75,1,2,0,0,0,0,0.5,0,0
"Banana-Nut-Bread-Recipezaar_35",1,2,1.75,0.5,0.5,0.5,0,1,0,0,0,0,0,0
"Banana-Nut-Bread-Recipezaar_34",3,2,2.5,1.66666666667,1,1,0,1.25,0,0,0,0.666666666667,0,0
"Chewy-Banana-Oatmeal-Bread-_a_b_m_-Recipezaar",1,0,0,2.5,1,0,0,0,0,0,0,0,0.5,0
"Caribbean-Banana-Lime-Bread-Food_com-76393",3,2,2,0,0.5,0,0,1,0.5,0,0,0,0,0
"Chocolate_banana-Bread-Puddings-Recipezaar",3,2,0,0,0,0,2,0,1,0,1,0,0,0
"Honey-Banana-Bread-Food_com-185774",3,0,1,0.25,0.5,0.75,0,0,0,0,0,0,0,1
"Crumb-Topped-Cocoa-Banana-Bread-Food_com-155246",1,2,3,0,0.5,1,0,0.25,1,0,0,0,0,0
"Banana-Bread_-No-Oil-Or-Butter-Recipezaar",3,1,1,0,1,0,0,3.5,0,0,0.333333333333,0,0,0
"Banana-Bread-Low-Fat-Recipezaar",2,2,1.75,0.666666666667,0.5,0.5,0.75,2,0,0,0,0,0,0
"Wonderful-Banana-Bread-Recipezaar",2.5,2,1.5,0,0.25,1,0,0,0.25,0,0,0,0,0
"Banana-Blueberry-Pistachio-Nut-Bread-Recipezaar",4,2,2,0.5,0.5,0.25,0,1,0.333333333333,0,0,0,0,0
"Banana-Bread-_-With-Cauliflower_-Food_com-175299",1.5,0,0.5,0,0.5,0.5,1,0.25,0,0,0,0,0,0.75
"Family-Favorite---Toffee-Banana-Bread-Food_com-287648",4,4,3,1.5,1.5,1.5,1.5,0,0.25,0,0,0,0,0
"Best-Banana-Bread-Food_com-87714",5,4,3.5,2,1,2,2,2,1,1,0,0,0,0
"Mama_s-Old_time-Banana-Nut-Bread-Recipezaar",3,2,1.25,1,1,1,0,0,0,0,0,0,0,0
"Chocolate-Banana-Bread-Pudding-Recipezaar_1",3,4,0,0.75,0,0,0,0,0,0,0,0,0,0
"Banana-Bread-Iii-Allrecipes",6,0,3,2,0,0,0,1,0,0,1,0,0,0
"Coconut-Cream-Banana-Nut-Bread-Recipezaar",1,2,2,0,0.25,0.5,1,1,0.5,0,0,0,0,0
"Raspberry_banana-Oat-Bread-Recipezaar",1,2,0,0.666666666667,0,0,0,0,0,0,0.25,0,0,0
"Banana-Bread-Recipezaar_13",1,2,2,1,0.5,1,0,0,0.5,0,0.333333333333,0,0,0
"Hungry-Girl_s-Better-Off-Banana-Bread-Recipezaar",1.5,0,0.25,0.5,0.5,0,1,2,0,0,0,0,0,1.25
"Down-Home-Banana-Bread-Pudding-Recipezaar",4,2,0,0,0,0,0.5,0,0,0,1,0,0,0
"Carrot_-Banana-and-Ginger--Bread-_Gluten-Free_-Food_com-152088",1,5,0,0,0.125,0,0,2,0,0,0,0,0,0
"Carrot-Banana-Bread-Recipezaar",2,2,2,1,0.5,1,0,0,0,0,0,0,0,0
"Brown-Butter-Banana-Bread-Food_com-153855",4,2,2,0,0.5,0.25,1,1,8,0,0,0,0,0
"Heavenly-Bananas-Foster-Bread-Pudding-Recipezaar",3,3,0,0,0,0,2,0,0,0,2.25,0,0,0
"Best-Banana-Bread-Ever-Ever-Ever_-Recipezaar",3,3,0,0,0,0,0,0,0,0,0,0,0,0
"No_egg_-No_oil_-Banana-Raisin-Whole-Wheat-Bread-Recipezaar",3,0,0,0,1,0,0,1,0,0,0,0,0,0
"Banana_pumpkin-Bread-Recipezaar",0.5,1,3,1.33333333333,0,1,1,1,0,0,0,0,0,0
"Chai-Banana-Bread-Food_com-179173",3,2,1.75,0.75,0.5,0,1,1,0,0,0,0,0,0
"Best-Banana-Nut-Bread-Recipezaar",1,2,1.75,0.666666666667,0.75,0.5,0,1.25,0,0,2,0,0,0
"Bettye_s-Best-Banana-Bread-Food_com-155692",1,2,1.75,1,0.25,1,1,0,0.75,0,0,0.25,0,0
"Banana-Tea-Bread-Recipe-Recipezaar",1,2,1.75,0.666666666667,0.5,0.25,0,2,0,0,0,0,0,0
"Lizzie_s-Favorite-Banana-Bread-With-Chocolate-Recipezaar",1.5,2,2,0.75,0.25,0.75,1,0,6,0,0,0,0,0
"Banana-Cranberry-Bread-Allrecipes",3,3,4,2.5,0,1.5,1,1.5,0,0,0.5,0,0,0
"Kona-Inn-Banana-Bread-Food-Network",2,4,2.5,2,1,2,0,0,0,0,0,0,0,0
"Buttermilk-Banana-Bread-Recipezaar_2",4,4,1,2,1,2.5,0,0.5,0.5,0,0,0.75,0,0
"Nutty-Banana-Bread-Food_com-163607",1.25,2,1.75,0,0.5,1.5,0,0,0,0,0,0.333333333333,0,0
"Banana-Carrot-Bread-Recipezaar",1,2,1,0,0.5,1,0,0,0,0,0,0,0,0
"Banana-Nana-Bread-Food_com-184890",3,2,2.25,0,0.25,1,0,0,0.5,0,0,0,0,0
"Hawaiian-Banana-Bread-Recipezaar_3",6,4,0,0,1,2,0,0,0,0,0,0,0,0
"Hawaiian-Banana-Bread-Recipezaar_2",1.5,2,2.5,1.25,1,1,1,0,0.5,0,0,0.5,0,0
"Bread-Machine-Peanut-Butter-_-Banana-Bread-Recipezaar",1,1,0,0,1,0,0,0,0,0,0,0,1,0
"St_-Martin-Banana-Bread-Recipezaar",3,2,1.125,1.125,0,2.125,0,0,0,0,0.25,0,0,0
"Melt-in-Your-Mouth-Banana-Bread---Healthy-Version-Food_com-82061",2,0,0.5,0.75,1,1,0,0,0,0,0,0,0,1.5
"Tropical-Banana-Bread-Recipezaar_2",3,1,1.5,1,1,1,0,0,0,0,0,0,0,0
"Banana-Oatmeal-Bread-_-Bread-Machine-Recipezaar",0.666666666667,1,0,0,1,0,0,0,0,0,0,3,0.25,0
"Southern-Living_s-Toasted-Coconut-Cream-Cheese-Banana-Nut-Bread-RecipeZaar-59707",1.5,2,1.5,2,0.5,0.5,0.5,0.5,0.25,0,0,1,0,0
"Yummy-Peanut-Butter-Cup-and-Banana-Bread-Food_com-153441",5,2,2,1,1,0.5,0,1,0,0,0,0,0,0
"Martha-Stewart_s-Banana-Bread-Food_com-76704",1,2,1.5,1,1,1,1,0,0.5,0.5,0,0,0,0
"Blender-Banana-Bread-Recipezaar",3,1,2.5,1,0.5,0,0,3,0.333333333333,0,0.5,0,0,0
"Strawberry-Banana-Bread-Recipezaar",1,2,2,0.75,0.25,1,1,0.125,0,0,0,0,0,0
"Nana_s-Banana-Bread-Food_com-185187",2,1,1.75,0,0.5,1,1,0.25,5,0,0,0,0,0
"Healthy-Banana-Bread-Recipezaar_4",5,0,0.5,0,0.25,0.5,0,1.5,0,0,0,0,0,1.5
"Banana-No_nut-Bread-Recipezaar",1,2,1.75,0.75,0.5,0.5,0,1,0,0,0,0,0,0
"Michele_s-Banana-Nut-Bread-Recipezaar",3,2,0,0,0,0,0,0,0,0,0,0,0,0
"Moist-Banana-Nut-Bread-Recipezaar",3,2,1.5,1.5,0,0.5,1,0.25,0.5,0,0,0,0,0
"Low_fat-Banana-Bread-Epicurious",1,2,1.75,0.75,0.5,0.5,1,2,0,0,0,0.333333333333,0,0
"Low_fat_-High_fiber-Yummy-Banana-Bread-Recipezaar",2,0,1,0,0,1,1,2,0,0,0,0,0,0
"Uncooked-Banana-Bread-Recipezaar",4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Martha-Stewart_s-Banana-Bread-Recipezaar",1,2,1.5,1,1,1,1,0,0.25,0.5,0,0,0,0
"Nutty-And-Wheaty-Banana-Bread-Recipezaar",3,0,1.25,0,0,0,0,0,0,0,0,0,0,0
"Banana-Bread-With-Walnuts-And-Orange-Zest-Recipezaar",2,2,1.5,0,0.5,0.5,0,2,6,0,0.5,0,0,0
"Cranberry-Banana-Bread-Recipe-Taste-of-Home-44718",1,2,1,0.666666666667,0.5,0.5,0,1,0,0,0,0,0,0
"Back-in-Business-Banana-Bread-Pudding-Food-Network-284568",2,4,0,0.5,0.5,0,0.5,0,1,0,3,0,0.25,0
"Banana-Coffee-Bread-MyRecipes-238433",0.75,2,1,1,0.5,0.75,0,0,0,0,0,0,0,0
"Banana-Bread-_-Quick-Bread-For-Machines-Allrecipes",2,2,2,0.75,0,0.5,0,1,0,0,0,0,0,0
"Banana-And-Mango-Bread-Recipezaar",1.5,3,3,0,0.5,0,0,0,1,0,0,0,0,0
"Close-As-It-Gets-Banana-Bread-Recipezaar",1.66666666667,0,0.666666666667,0,0.5,1,0,0,0.25,0,0,0.25,0,1
"White-Chocolate-Banana-Bread-Pudding-Food_com-111249",0,3,0,0.5,0.5,0,1,0,0,0,2,0,0,0
"Gluten_free-Banana-Bread-Recipezaar",2,1,0,0,0.25,0.25,0.5,4,0,0,0.5,0,0,0
"Zucchini-Banana-Bread-Recipezaar_2",1,2,1.5,0,1,0.5,2,0.25,0,0,0,0,0,0
"Red-Banana-Pineapple-Bread-Serious-Eats-41796",0,2,1.66666666667,1,0.25,1,1,0,0,0,0,0,0,0
"Banana-Bead-for-the-Bread-Machine-Food_com-107815",1.5,2,2,0.666666666667,0.5,1,2,0.5,0,0.5,0,0,0,0
"Banana-Pumpkin-Bread-With-Orange-Cream-Cheese-Spread-Food_com-165272",3,3,5,1.5,0,1,0,0,0,0,0,0,0,0
"Banana-Bread_-Banana-Bomb-Bread-Recipezaar",1.25,1,1,0,0.125,0.5,0,0,0.25,0,0,0,0,0
"Eggless-Banana-Bread-Recipezaar_1",3,0,0,1,1,1,1,0,0,0,0,0,0,0
"Vegan-Spelt-Banana-Bread-Recipezaar",3,0,0,0,0.25,1.5,0,0,0,0,0,0,0,0
"Banana-Cranberry-Bread-Recipezaar_1",3,3,4,2.5,0,1.5,1.5,1.5,0,0,0.5,0,0,0
"Low-Fat-Banana-Oat-Bread-Recipezaar",1.5,0,2,0.5,0.5,2,0.5,0,0,0,0,0,0,0
"Eggless-Caribbean-Banana-Bread-Recipezaar",3,0,2,0,1,0.75,0,0,0.5,0,0,0,0,0
"Low-Fat-Banana-Bread-Food_com-287546",3,4,0,0,1,1,1,2,0,0,0,0,0,0
"Banana-Bread-Oatmeal-Recipezaar",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Banana-Apple-Bread-Recipezaar",3,2,2,0,0.5,1,0,0,0,0,2,0,0,0
"Simple-Banana-Chocolate-Chip-Bread-Recipezaar",3,2,2,0.75,1,1,0,0,0,0,0,0,0,0
"Cranberry-Banana-Nut-Bread-Recipezaar",2,3,3.5,1.33333333333,0,0.25,0,0,0,0,0,0,0,0
"Mocha-Banana-Bread-Recipezaar",1.5,2,2,0.75,0.5,0.75,1,0,0.25,0,0,0,0,0
"Berry-Banana-Bread-_pampered-Chef_-Recipezaar",1,4,3,2,0.5,1,0,0,0,0,0,0,0,0
"Cranberry-Banana-Bread-Recipezaar",1,2,2,1,0,0,0,2,0,0,0.25,0,0,0
"Banana-Macadamia-Nut-Bread-Recipezaar_1",2,2,2,0.75,0.5,1,1,0,0.5,0,0,0,0,0
"Loaded-Banana-Bread_vegan-Style_-Food_com-97656",3,0,2,0.5,0.5,0.5,1,2,0.5,0,0,0,0,0
"To-Die-For-Banana-Bread-Recipezaar",4,2,2,1,0.5,1.5,1,0,0.75,0,0,0,0,0
"Lynne_s-Banana-Bread-Food_com-137256",1,2,1.75,0.666666666667,0.5,0.25,0,2,0,0,0,0,0,0
"All-Bran-Banana-Bread-Recipezaar",1,1,0,0,0,0,0,2,0,0,0,0,2,0.75
"Banana-Bread-And-Butter-Pudding-Recipezaar",2,3,0,0,0,0,2,0,0,0,0,0,0,0
"Banana-Bread-Cookies-Recipezaar",6,0,2,0.5,0,1,2,0,0,0,0,0,0,0
"Banana_apricot-Walnut-Bread-Recipezaar",2,2,1.75,0,0.5,1,1,2,0.5,0,0.5,0,0,0
"Sourdough-Banana-Bread-Recipezaar",1,1,2,1,1,0.5,0,1,0,0,0,0,0,0
"100_stroke-Banana-Bread-Recipezaar",3,1,1.5,1,1,1,0,0,0,0,0,0,0,0
"Banana-Bread-Recipezaar_39",3,2,2.5,1.25,1,1,1,0,0.5,0,0,0.5,0,0
"Banana-Pecan-Coconut-Muffins-or-Bread-Food_com-143226",2.5,2,2,0,0.25,1,0,0,0.5,0,0,0,0,0
"Mels-Healthy-Banana-Bread-Recipezaar",1.33333333333,0,1,0,0.25,1,1,0,0,0,0,0,0,1
"A-Healthier-Banana_s-Foster-Pseudo-Bread-Pudding-Food_com-280400",2,0,0,0,0,0,0,0,2,0,0,0,0,0
"Bananaey-Banana-Bread-Recipezaar",1,2,2,1,0,0.5,1,0,0.5,4,0,0,0,0
"Banana-Bread-French-Toast-Food_com-118677",0,3,0,0,0,0,1,0,2,0,0,0,0,0
"Banana-Bread-Recipezaar_31",1,2,1.5,0,0,0.5,0,1,0.333333333333,0,0,0,0,0
"Two_tone-Banana-Bread-For-Chocolate-Lovers_-Recipezaar",1.5,2,2,1,0.25,0.5,0,1.5,0.5,0,0,0,0,0
"Banana-Bread-Recipezaar_35",6,1,2,2,0.5,1,2,0.25,4,0,0,0,0,0
"Banana-Bread-Recipezaar_34",1,0.25,1.5,0.75,0.125,0.25,0,1.5,0,0,0,0,0,0
"Banana-Bread-Recipezaar_37",1,2,1.5,1,1,1,1,0,0.5,0.5,0,0,0,0
"Banana-Bread-Recipezaar_36",0.75,2,1.25,1,0.5,0.75,1,0,0,0,0,0,0,0
"Better-Banana-Bread-Recipezaar",3,2,2,0.75,0.5,0.75,1.5,0,8,0.333333333333,0,0,0,0
"Bisquick-Banana-Bread-Recipezaar",1.5,3,0,0.75,0,0,0.5,0,0,0,0,0,0,0
"Molasses_oat-Banana-Bread-Or-Muffins-_lower-Fat_-Recipezaar",1,2,1,0.666666666667,0.5,1.25,2,0,0.25,0,0,0,0,0.5
"The-Ultimate-Reese_s-Peanut-Butter-Banana-Bread-Recipezaar",5,5,2,2,0.25,1,0,0,1.5,0,0,0,0,0
"Yummy-Banana-Bread-Recipezaar_2",1,2,1.5,1,1,1,1,0,0.5,0.5,0,0,0,0
"Where-Old-Bananas-Go-to-Die-Bread-Food_com-91046",5,1,2,0,0.5,1,1.5,0,0,0,0,0,0,0
"Moist-Banana-Bread-Food_com-97278",2.33333333333,2,2,0,0.5,1.5,1,1,0.75,0,3,0,0,0
"Low-Fat-Sugar-Free-Banana-Bread-Food_com-118204",1,2,2,0,0,0.5,0,1.5,0,0,0,0,0,0
"Stacie_s-Sour-Cream-Banana-Bread-Recipezaar",2,2,2.5,1.5,0.25,1,1,1,0,1,0,0,0,0
"Perfect-Banana-Bread-Recipezaar",1.5,3,2.5,0,0.75,0.75,1,1.25,0.5,0,0,0.25,0,0
"Cooking-Light-_toni_s_-Banana-Bread-Recipezaar",1,1,1.75,0.666666666667,0.5,0.75,0,0,0,0,0,0,0,0
"Cinnamon-Banana-Bread-Recipezaar",1,2,2,0.75,0.5,1,0,1,0,0,0,0,0,0
"The-Best-Banana-Nut-Bread-Recipezaar",3,2,2,0.5,0.5,1,0,0,0.5,0,0,0,0,0
"Banana-Pumpkin-Zucchini-Bread-Recipezaar",2,0,2,1.5,0.25,1,1,0.25,0,0,0,0,0,0
"Low-Fat-Fruit-and-Nut-Banana-Bread-Food_com-148474",5,0,0.333333333333,0,0,1.5,0,2,2,0,0,0,0,1.25
"Banana-Nut-Pineapple-Bread-Recipezaar",2,3,3,2,0.75,1,2,0,0,0,0,0,0,0
"Joseph_s-Bellyicious-Banana-Blueberry-Bread-Recipezaar",3,2,2.5,1,1,1.5,1,1,0,0,0,0,0,0
"No-Butter-Banana-Bread-Food_com-83069",0,2,2,1,1,1,1,0,0,0,0,0,0,0
"Peanut-Butter_cream-Cheese_banana_nut-Bread-My-Recipes",1.5,2,0.25,0,0.5,0.5,0.5,0.5,0.25,0,0,1,0,1.5
"Indescribably-Delicious-Banana-Bread-Food_com-137621",4,2,2,10,1,1.5,1,0,6,0,5,0,0,0
"Cinnamon-And-Whole-Wheat-Banana-Bread-Recipezaar",1,2,0,0,0.5,1,0,0,0,0,0,0,0,0
"Aunt-Muriel_s-Banana-Bread-Recipezaar",0,1,1.5,0.75,0.5,1,1,0.5,0,0,0,0.333333333333,0,0
"Briggi_s-Astounding-Banana-Bread-Food_com-140760",4,2,1.5,1,0,1.5,1,0,0.5,0,0,0,0,0
"Best-Banana-Bread-Recipezaar_4",3,0,0,0,0.25,1.5,1,0,0,0,0,0,0,1.5
"Best-Banana-Bread-Recipezaar_7",5,3,3.5,1.5,1,1,0,1,0,0,0.75,0,0,0
"Best-Banana-Bread-Recipezaar_6",2,2,2,0,0.5,0.5,0.5,1.5,0.5,0,0,0,0,0
"Best-Banana-Bread-Recipezaar_1",2,2,1.5,0.75,1,1,1,0,0,0,0.5,0,0,0
"Best-Banana-Bread-Recipezaar_3",3,2,2,0.5,0.5,0.75,1,0,6,0,0,0,0,0
"Dorothy_s-Banana-Nut-Bread-Recipezaar",3,2,0,1.5,1,1,2,0,0,0,0,0.5,4.5,2
"Low-Fat-Honey-Banana-Bread-Recipezaar",1,0,0,0,0,0.75,0,1.5,0,0,0,0,0,2
"Sweet-Banana-Bread-Recipezaar",1.33333333333,2,1.75,0.666666666667,0.75,0.5,0,1.25,0,0,2,0,0,0
"Zoobana-_zucchini-Banana_-Bread-Recipezaar",2,0,3,1,1,1,3,0.25,0,0,0,0,0,0
"Sugar-Free-Banana-Bread-Crumble-Food_com-181393",2,0,0.25,0,0,0,0,0,0,0,0,0,2,0
"I-Can_t-Believe-It_s-Reduced_fat-Whole-Wheat-Banana-Bread-Recipezaar",5,4,0,0,1,2,3,1,0,0,0,0,0.5,3.5
"Cranberry-Banana-Oat-Bread-Food_com-108206",1.25,2,1.25,0,0.5,0,0,1,0,0,0,0,0,0
"White-Chocolate-Banana-Bread-Recipezaar_1",2,2,2,0.75,0.5,1,1,0,0,0,0,0.25,0,0
"Lower-Fat-Banana-Bread-_-Muffins-Food_com-177467",0,1,0,0.5,0,1,1,0.5,0,0,0,0,0,1
"Mpls_-Public-High-School-_-Home-Ec_-Banana-Bread-Recipezaar",1,2,2,1,1,1,0,0,0,0,0,3,0,0
"Peanut-Butter-Banana-Bread-Food_com-188905",1,2,0,0.666666666667,0.25,0.25,1,1.5,0,0,0.5,0,0,0
"Orange-You-Glad-I-Said-_-Banana_-Bread-Recipezaar",6,4,0,2,1,2,0,0,1,0,0,0,0,0
"Banana_oat-Quick-Bread-My-Recipes",1,0,1.5,0,0.25,0,0,2.5,2,0,0,0,0,0
